SC_NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
SHEETAL DIAM,4.46,4.46,4.46,4.46,4.46,4.69,5,1921,8567,
TERAI TEA CO,36.35,36.35,36.35,36.35,36.35,34.65,1,1,36,
MANRAJ HSG.F,16.65,16.65,16.65,16.65,16.65,17.5,1,1,16,
MARG LTD    ,14.49,15.1,13.85,14.64,14.7,14.42,52,16490,241647,
COSCO INDIA ,139,139.7,130,136.9,136.9,128.1,8,139,18699,
SHILPA MEDIC,344.75,354.45,340.9,348.85,348.45,341.75,367,2161,745610,
PARAMOUNT CO,11.25,11.25,10.85,10.94,10.9,11.18,31,5950,65542,
ARCHANA SOFT,2.94,2.94,2.94,2.94,2.94,2.94,1,1,2,
EXPLICIT FIN,2.48,2.48,2.48,2.48,2.48,2.61,1,1,2,
LADDERUP FIN,29.5,29.5,29.5,29.5,29.5,30,1,1,29,
UYFINCORP   ,3.77,4,3.77,3.91,4,3.51,13,6200,24112,
EKAM LEASING,5.99,5.99,5.99,5.99,5.99,5.71,1,25,149,
SWASTIK INV ,60.4,66.7,60.4,66.7,66.7,63.55,3,3,193,
PRIMA PLASTI,94.9,94.9,87.7,89.95,87.7,91.15,42,5321,480510,
TELECANOR   ,5.7,5.7,5.7,5.7,5.7,6,1,1,5,
JAGSON FIN. ,9.5,9.5,9.5,9.5,9.5,9.99,1,1,9,
CARNATION IN,10.51,11.52,10.51,11.52,11.52,10.98,3,501,5367,
GARG FURNACE,13.88,13.88,13.88,13.88,13.88,13.88,1,1,13,
SAMPRE NUTRI,38.95,38.95,38.95,38.95,38.95,39.2,1,1,38,
AAIL        ,33.15,33.9,32.1,33.15,33.1,33.1,27,6608,218240,
VIPULORG    ,139.95,139.95,128.25,132.25,128.25,133.65,23,674,91039,
ECORECO     ,43,43,43,43,43,43,2,105,4515,
GOODLUCK    ,63.5,63.7,61.75,61.95,61.95,63.3,23,919,57058,
GOYAL ASSO. ,2.76,2.76,2.76,2.76,2.76,2.63,2,2,5,
ZENITH HEALT,2.07,2.07,2.07,2.07,2.07,2.17,30,9548,19764,
SUPREME HO  ,20.9,21.9,20.9,21.9,21.9,20.9,3,225,4902,
LYKISLTD    ,23.45,25.45,23.45,24.65,24.65,24.65,8,1372,33429,
PRIME PROP  ,20.95,22,20,21.35,21.35,22,22,734,15229,
ZENLABS     ,58.45,59.45,54.9,54.9,54.9,60.95,39,2883,159038,
RAJRAYON    ,0.19,0.19,0.19,0.19,0.19,0.19,1,1,0,
GOWRA LEASNG,15.75,16.5,15.75,16.5,16.5,15.75,2,86,1355,
JAGAN LAMPS ,12.98,12.98,12,12,12,12.55,2,1001,12012,
AJEL        ,6.59,6.59,6.59,6.59,6.59,6.61,1,1,6,
ANGIND      ,1.15,1.17,1.08,1.11,1.08,1.12,10,1402,1594,
NOVAPUBLIC  ,15.4,15.4,15,15.4,15.4,14.7,4,22,338,
SUPER BAKERS,13.21,13.21,13.21,13.21,13.21,12.59,1,1,13,
OVOBEL FOODS,19,19,18.5,18.5,18.5,19.45,9,6000,111750,
STERL.TOOLS ,265,269.35,261.2,269.05,269,265,24,385,102607,
KLG CAPITAL ,6.37,6.37,6.37,6.37,6.37,6.37,1,1,6,
IVRCL LTD   ,0.73,0.8,0.73,0.78,0.79,0.73,82,136549,105147,
DYNAMIC PORT,1.86,1.86,1.86,1.86,1.86,1.86,1,1,1,
CEEJAY FINAN,105.3,107.4,102.3,107.4,107.4,107.3,7,266,27790,
SHREE GANES.,16.15,16.15,16.15,16.15,16.15,16.95,1,1,16,
BHAGIL      ,222,223.7,219,220,219,218.3,13,379,83586,
KRBL LTD.   ,310.45,317,308.6,313.75,313.6,310.85,350,7441,2330301,
REFNOL RESIN,21.35,21.35,21.35,21.35,21.35,20.85,1,30,640,
DAIKAFFIL CH,38,38.5,35,35.7,35.1,37.55,42,3277,117914,
CIL SECURITS,13.21,14.57,13.21,14.5,14.5,13.9,3,31,436,
CLIO INFOTEC,2.29,2.29,2.29,2.29,2.29,2.19,1,1,2,
CUPID LTD   ,116.05,117.55,115.15,115.85,115.55,117.35,24,482,55947,
SUNSHIELD CH,139,141.95,135.1,139.35,141.95,135.05,11,179,24707,
HIPOLIN LTD.,25.1,25.1,25.1,25.1,25.1,25.1,1,1,25,
COSBOARD IND,9.8,9.8,9.79,9.79,9.79,10.3,3,145,1420,
SFLINTER    ,0.71,0.71,0.71,0.71,0.71,0.72,1,1,0,
CHEMBOND CHM,313.9,314.9,295,305.5,306,310.15,45,2172,664419,
CIFL        ,137,140.5,136.8,136.85,136.8,144,18,789,108069,
SUPER CROP. ,17.3,18.75,17,18.35,18.15,17.05,89,31845,579412,
FIVECORE    ,2.99,2.99,2.99,2.99,2.99,3.05,3,10026,29977,
ALKA INDIA  ,0.19,0.19,0.19,0.19,0.19,0.19,2,3001,570,
N.G.IND.LTD.,62.95,62.95,62.95,62.95,62.95,60.9,1,1,62,
ASIA PACK   ,22.5,22.5,22.5,22.5,22.5,21.55,2,2,45,
ERP SOFT SYS,74.6,74.6,74.6,74.6,74.6,78.5,1,1,74,
J.R.FOODS   ,19.9,19.9,18.95,18.95,18.95,19.9,4,2501,49768,
REMSONS IND.,81.6,87.7,81.55,81.55,81.55,83.55,7,6031,510428,
SRI ADHIKARI,2.95,3.02,2.95,3.02,3.02,2.88,9,3051,9213,
RAMINFO     ,41.9,41.9,39.05,40.75,40.75,39,7,255,10307,
SUNIL AGRO F,24.3,24.3,24,24.15,24,23.9,8,1452,35093,
DIANA TEA CO,13.4,13.5,12.65,13,13.4,13.8,46,16365,210813,
VIKASECO    ,9.1,9.1,8.6,8.62,8.62,8.99,330,194373,1690701,
INDIAN OIL  ,126.5,129.95,125.95,128.9,128.9,125.7,3896,788513,100729458,
NIMBUS IND. ,2.9,2.9,2.9,2.9,2.9,3.05,1,1,2,
ALFA ICA (I),31.55,31.55,31.55,31.55,31.55,30.05,1,50,1577,
SKCIL       ,44,45.2,44,45,45,41.1,3,300,13300,
INDIA HOME  ,74.45,74.45,70,72.9,72.9,70.85,20,2838,210386,
JPT SECUR.  ,5.94,5.94,5.94,5.94,5.94,5.94,1,1,5,
SARTHAK GLOB,5.4,5.4,5.4,5.4,5.4,5.4,1,57,307,
UNIQUE ORGAN,7.8,7.8,7.8,7.8,7.8,7.65,1,25,195,
BALAJI AMINE,377.2,385.2,375,376.15,375,377.2,90,1654,630031,
VISAGAR FIN ,0.31,0.33,0.31,0.31,0.31,0.32,4,35400,10974,
REGAL ENTERT,11,11,11,11,11,11,1,1,11,
COMPETENT AU,161.15,174.9,158.5,159.75,158.5,161.4,44,2318,374400,
DHAN JEEVAN ,16,16,16,16,16,16.25,1,1,16,
SHRI KRISH  ,20.8,20.8,20.8,20.8,20.8,20.45,1,1,20,
ALANKIT     ,26.95,28,26.6,27.85,27.85,27.05,290,297299,8087214,
NIHAR INFO  ,12.45,12.45,11.33,11.33,11.33,11.92,11,903,10509,
TULIP STAR H,64.95,64.95,64.95,64.95,64.95,62,1,1,64,
UNITED CRED.,21.15,21.15,21.15,21.15,21.15,22.25,1,1,21,
OM MET INFRA,28.2,30,28.1,29.35,29.7,30.35,25,1669,48309,
ISHAN DYES  ,29.25,29.25,27.45,28.7,28.7,28.75,24,1924,53296,
AMAZEENT    ,57.7,57.7,57.7,57.7,57.7,57.7,1,1,57,
PATEL ENGG. ,23.4,24.65,23.3,23.9,23.9,23.65,171,20330,483025,
VIRTUALSOFT.,2.4,2.4,2.4,2.4,2.4,2.52,1,1,2,
MENAMANI    ,14.55,14.55,14.55,14.55,14.55,15.3,4,81,1178,
INANI MARBLE,19.5,19.5,17.7,18.95,18.95,19.5,9,4661,90672,
GEMSTONE INV,0.78,0.78,0.78,0.78,0.78,0.76,1,1,0,
MEDICAMEN BI,409,418.9,403.1,403.55,403.4,406.45,41,2219,899668,
ALICON      ,515.2,521.5,515.2,521.5,521.5,519,8,2025,1049637,
DILIGENT    ,14.16,14.16,14.16,14.16,14.16,14.9,1,1,14,
ORGANIC COAT,8.37,8.37,8.37,8.37,8.37,8.62,1,200,1674,
CATVISION   ,11.55,11.55,11.55,11.55,11.55,11,2,2,23,
ABM KNOWLEDG,53.4,57.85,53.15,53.65,53.6,53.4,18,5630,309196,
EMAMI LTD.  ,407.4,412.4,389,394.7,394.7,407.6,4487,152440,61265153,
PRANAV.SPIN ,13.97,15.4,13.97,15.4,15.4,14.7,3,101,1415,
SYSCHEM (I) ,9.5,10,9.5,9.5,9.5,10,10,3323,31569,
BLS INFOTE  ,0.19,0.19,0.19,0.19,0.19,0.19,2,2001,380,
MEFCOM CAPIT,19.5,19.5,19.5,19.5,19.5,18.6,1,1,19,
HEMANG      ,8.32,8.32,8.32,8.32,8.32,8.32,1,1,8,
ARMAN FIN   ,360,365,354,357.2,357.2,377,24,1313,469536,
MIDINFRA    ,1.59,1.59,1.59,1.59,1.59,1.6,1,1,1,
GAGAN POLYCO,2.28,2.38,2.27,2.27,2.27,2.27,7,17201,39916,
DHANADACOL  ,3.61,3.61,3.61,3.61,3.61,3.8,2,101,364,
GLANCE FIN. ,39.5,41.6,39.5,40,40,39.7,48,29922,1206222,
SHILCHAR TEC,322,322,321.9,322,322,323.95,7,1701,547719,
KWALITY CRED,11.8,11.8,11.8,11.8,11.8,11.62,3,6,70,
RAYMED LABS.,2.19,2.19,2.19,2.19,2.19,2.19,1,1,2,
NUCLE.SOFT E,335,335,325,325.4,325,326.6,18,183,59690,
WELLNESS    ,10,10,10,10,10,10.44,1,100,1000,
NALIN LEASE ,12.6,12.6,12.6,12.6,12.6,12,33,25521,321564,
MANAP FIN   ,107.3,109.9,107.3,109.05,109.05,106.75,1280,253491,27585258,
RTS POWER CO,32.5,32.85,32.05,32.65,32.65,31.25,13,4461,143700,
COMFORT INTE,8.61,9.35,8.61,9.08,9.35,9.06,37,2858,25886,
ANJANI SYNT.,16.45,17.5,15.75,16.85,16.85,17.5,40,4251,69686,
RANDER CORP.,11.55,11.55,11.55,11.55,11.55,11.77,1,1,11,
RASI ELECTRO,4.87,4.87,4.31,4.53,4.84,4.87,24,6588,29951,
VICTORY PAPR,35.7,35.7,35.65,35.7,35.7,37.5,6,400,14278,
CITI PORT FN,12.6,12.6,12.6,12.6,12.6,12,1,1,12,
LINC PEN &PL,195,208,195,205.55,205.65,194.35,20,455,91552,
ANERI       ,4.81,4.81,4.81,4.81,4.81,4.6,1,1,4,
INDIA GELAT.,97.9,97.9,96.5,96.8,96.95,94.8,5,151,14657,
PRATIKSHA CH,6.7,6.7,6.7,6.7,6.7,6.7,1,1,6,
ESHAMEDIA   ,5.78,5.78,5.78,5.78,5.78,5.51,1,1,5,
VST TILLERS ,1450,1470.8,1421,1431.5,1433,1450.1,123,817,1174027,
B2B SOFT.   ,10.7,10.7,10.7,10.7,10.7,10.61,1,1,10,
NIKKI GLOBAL,6.41,6.41,6.41,6.41,6.41,6.29,1,1,6,
RADHE DEVLOP,13.5,14.75,13.05,14.32,14.32,13.2,16,1758,23659,
ELIXIR      ,37.9,37.9,34.5,34.65,35.05,36.4,5,57,1986,
TRISHAKTI EL,19,19,19,19,19,18.3,1,1,19,
PANKAJ POLY.,5.6,5.6,5.6,5.6,5.6,5.6,1,1,5,
P.G.IND.LTD.,22.75,22.75,22.75,22.75,22.75,23,1,1,22,
NAT PLASTIC ,32.4,34,32.4,34,34,33.95,2,601,19474,
NATFIT      ,120,120,113.45,114.4,114.4,120,33,1626,188788,
ARTEFACT PR ,22.25,23.4,22.25,22.25,22.25,23.4,8,843,18809,
AMIT INTNL. ,3.54,3.54,3.54,3.54,3.54,3.38,5,2421,8570,
DHP INDIA LT,514,521,512,518.75,518.5,512.5,35,405,209020,
SRK INDUS   ,0.5,0.51,0.5,0.51,0.51,0.49,9,184837,92708,
HAVISHA     ,0.94,0.94,0.94,0.94,0.94,0.91,3,7001,6580,
JAYIND      ,19.8,19.8,19.8,19.8,19.8,19.8,1,1,19,
KRETTOSYS   ,6.7,6.7,6.7,6.7,6.7,6.73,9,2031,13607,
VIKALP SEC. ,12.26,12.26,12.26,12.26,12.26,12.26,1,1,12,
ZYDUS WELL  ,1241.85,1258.65,1232.1,1242.65,1238.3,1252.35,91,192,238685,
AUROMA COKE ,12.79,12.79,12.79,12.79,12.79,12.95,1,1,12,
IRISMEDIA   ,31,31,29.15,30.25,30.25,30.1,177,1141472,34703438,
MILE GLOBAL ,13.38,13.38,13.38,13.38,13.38,12.75,1,1,13,
JAIHIND PROJ,2.45,2.45,2.45,2.45,2.45,2.35,1,1,2,
INDINFRA    ,4.28,4.28,4.28,4.28,4.28,4.5,1,100,428,
CONTAIN.CORP,487.6,496,480.6,491.95,491.95,489.7,771,13021,6326401,
EASTERN TRED,39,41.8,39,41.65,41.65,38.2,5,220,8926,
PANACEA BIOT,161.95,169,158,166.1,166.65,160.55,107,2428,402659,
PEETI SECURT,8.09,8.09,8.09,8.09,8.09,7.71,4,71,574,
CHOICE INT. ,72,72,70.4,70.9,71.4,70,36,5132,365928,
SHRIRAM ASSE,154,154,153.8,153.8,153.8,161.85,13,1086,167126,
AQUAPIV     ,13.78,13.78,13.78,13.78,13.78,13.78,1,1,13,
SPARC SYSTEM,5.42,5.42,5.42,5.42,5.42,5.7,1,1,5,
BYKE HOSP   ,27.75,28.15,25.2,26,25.6,27.75,268,15763,415532,
CENTENIAL SU,60.9,60.9,60.9,60.9,60.9,58,1,1,60,
ARIHANT FOUN,29.95,29.95,29.95,29.95,29.95,27.85,1,1,29,
UPSURGE INV.,15.7,15.7,15.7,15.7,15.7,15.7,1,1,15,
PADAM COTTON,18,18,18,18,18,17.15,1,1,18,
SOURCENTRL  ,42,43.5,39.7,39.75,43.5,41.75,6,303,12039,
ALMONDZ GLO ,22,22.25,21.25,21.95,22.25,22.4,8,1065,23268,
ZICOM ELECTR,4.2,4.64,4.2,4.64,4.64,4.59,13,2808,12495,
ANS LTD     ,25.2,25.2,25.2,25.2,25.2,26.5,1,1,25,
TUNI TEXTILE,0.27,0.27,0.27,0.27,0.27,0.28,8,35000,9450,
BMB MUSIC   ,2.11,2.11,2.11,2.11,2.11,2.11,1,1,2,
TAMIL.NEWSPR,191.7,192.75,188.4,189,190,190.65,81,2637,499095,
SHAKTI PUMPS,372,376.05,365,368.1,368.1,363.55,585,10583,3927221,
PWASML      ,32.4,32.4,27.05,29,29,28.2,13,314,9080,
GOLDSTONE EN,13,13.65,12.9,13.25,13.35,13.3,24,2177,28836,
GRM OVERSEAS,225,225,225,225,225,223.5,5,101,22725,
POLYLINK POL,17.8,17.8,15,16.5,16.5,15.35,13,1105,16793,
MINAXI TEXT.,0.64,0.66,0.64,0.66,0.66,0.67,3,500,329,
CONTI.CONTRL,2.29,2.29,2.29,2.29,2.29,2.41,1,5,11,
GBLINFRA    ,3.06,3.06,3.06,3.06,3.06,3.12,4,23,70,
DUKE OFFSHOR,24.95,25.35,24.9,25.35,25.35,21.15,204,46943,1187815,
CYBELE IND  ,21.9,21.9,21.9,21.9,21.9,22.3,9,553,12110,
CG-VAK SOFTW,42.5,44.4,42.5,42.55,44.4,42.5,3,102,4338,
NAVKAR BUILD,29,29.9,27.1,27.1,27.1,28.5,6,182,5112,
BLUECOAST   ,91.8,91.8,91.8,91.8,91.8,96.6,1,1,91,
MADHUCON PRJ,5.28,5.41,5.1,5.41,5.41,5.44,19,4057,21450,
SYBLY INDS. ,4.7,5.12,4.7,5.12,5.12,4.89,2,181,851,
RAJESH EXPO.,564.15,588.75,559.75,568.7,568.7,560.05,1043,52144,29653323,
ESAAR (I)LTD,0.95,0.95,0.95,0.95,0.95,0.94,1,240,228,
MARIS SPIN. ,64.45,64.45,59.7,59.7,59.7,61.45,2,3,188,
EVEREADY (I),199,201.75,199,200.75,201.45,199.85,41,1367,274255,
STEP TWO COR,8.49,8.49,8.49,8.49,8.49,8.93,1,1,8,
ORIENT TRADE,31.5,31.95,30.25,31.75,31.95,30.75,154,59775,1879348,
MAHAN IND.  ,0.19,0.19,0.19,0.19,0.19,0.19,1,1000,190,
VIKASPROP   ,7.21,7.21,7.19,7.21,7.21,7.07,640,4477055,32278128,
ANKUSH FINST,4.75,5.25,4.75,5.25,5.25,5,6,4010,19550,
ACE SOFTWARE,23.65,23.65,23.65,23.65,23.65,22.6,2,2,47,
HATSUN AGRO ,657.95,668.95,650,655.15,650,660,15,31,20319,
RISHABH DIGH,40.15,40.15,36.8,38.5,36.95,38.65,21,1002,37940,
MARUTI INFRA,19.4,19.5,18.65,18.7,19.5,19.95,22,5372,102570,
AVONLIFE    ,4.62,4.63,4.62,4.62,4.62,4.86,11,620,2864,
JINDAL WORLD,71.8,71.8,69,69.25,69.8,69.8,120,43678,3044961,
SOMANY CRAM ,306.45,312.35,306.45,310.1,310,310.55,49,893,277107,
DRL         ,5.62,5.62,5.62,5.62,5.62,5.36,1,1,5,
SANJIVANI PA,4.52,4.52,4.52,4.52,4.52,4.75,3,614,2775,
VAS INFRA   ,4.17,4.17,4,4,4,3.99,3,1506,6024,
BAMPSL SECUR,1.27,1.27,1.27,1.27,1.27,1.33,1,200,254,
GENPHARMA   ,139.4,139.4,139.4,139.4,139.4,132.8,12,1377,191953,
CGCL        ,135.9,136.8,135,135.25,135.25,135.8,1653,220312,29946818,
NIMBUS FOOD ,0.38,0.38,0.38,0.38,0.38,0.37,3,3100,1178,
FDC LIMITED ,151.95,154.5,148.8,154.1,154,151.15,96,1600,242869,
GORANI INDUS,16.3,16.3,16.3,16.3,16.3,17.15,2,251,4091,
COUNTRY COND,2.1,2.15,1.95,2.15,2.15,2.05,9,4350,8947,
LINCOLN PHAR,167.4,175.8,166.25,174.1,174,163.65,241,8102,1400098,
MARICOLTD   ,332.4,338.7,331.5,333.75,334.4,335.5,564,39756,13295275,
MAHAVIRIND  ,0.85,0.85,0.85,0.85,0.85,0.89,1,1,0,
VAX HSG.FIN.,2.7,2.7,2.7,2.7,2.7,2.75,1,1,2,
THIRDWAVE FI,29.65,29.65,29.65,29.65,29.65,29.65,1,1,29,
ANKA INDIA  ,17.6,18.35,17.6,18.15,18.35,17.6,12,1901,34348,
MAYUR LEATHR,15,15,14.95,14.95,14.95,15.7,7,31,463,
CAT TECHN.  ,0.37,0.37,0.37,0.37,0.37,0.38,1,100,37,
KARUTURI GLO,1.23,1.24,1.21,1.23,1.22,1.24,29,41192,50388,
PRITHVIEXCH ,26.5,26.5,26.5,26.5,26.5,26.1,1,30,795,
RAINBOW FOUN,13.23,13.23,13.23,13.23,13.23,12.6,3,1150,15214,
VIDHIING    ,68.95,69.85,68.8,69.3,69.3,68.2,40,6587,454649,
BHAGIRA.CHEM,400,400,400,400,400,392,4,110,44000,
STAMPEDE CAP,1.15,1.15,1.15,1.15,1.15,1.1,4,3157,3630,
PANCHSHEEL O,57.6,57.6,57.6,57.6,57.6,54.9,1,1,57,
MENON PISTON,20.2,20.2,19,19.5,19.95,19.3,30,2846,54844,
GREENCREST  ,2.21,2.21,2.21,2.21,2.21,2.25,8,585,1292,
GENNEX LAB  ,3.4,3.63,3.21,3.31,3.34,3.5,95,69657,230942,
GINI SILK MI,65.2,65.2,65.2,65.2,65.2,68.6,4,43,2803,
PRAJAY ENGS.,8.7,9.3,8.63,9.07,9.07,8.34,21,3384,30365,
SUN TECHNO  ,0.27,0.27,0.27,0.27,0.27,0.28,1,1000,270,
APOLLOPIPES ,317.05,349.4,317.05,329.85,325,323.25,210,10504,3449978,
POLY MEDICUR,203.5,213.5,203.5,213.15,213.15,213.5,32,3965,834981,
PFL INFOTECH,9.1,9.1,9.1,9.1,9.1,9,1,7,63,
ATUL AUTO   ,296.5,310,296.5,303.55,304,293.15,118,2761,839274,
METAL COATIN,23.3,23.4,23.25,23.4,23.4,24.4,3,803,18689,
TIRUPATI SAR,16.5,16.5,15.15,15.5,15.5,15.9,9,2125,32922,
RODIUM      ,116.8,117.35,116.8,116.95,116.95,116.85,17,3772,441560,
LAHOTI OVER.,20,20.9,20,20.2,20.15,20.4,19,7673,155194,
ZENITH BIRLA,0.7,0.7,0.7,0.7,0.7,0.72,1,5,3,
ASIAN STAR  ,610,670,610,670,670,642,4,4,2590,
ORIENTAL VEN,39.5,42.5,38.1,40.05,41.4,39.9,75,10521,407669,
JOINDRE CAPI,18,18,16.55,17,17,17.3,37,2598,43680,
BHARATAGRI  ,104.6,108.4,103,104.7,105.75,104.3,21,1111,116210,
UNITECH INTE,6.2,6.2,6.19,6.19,6.19,5.87,6,14450,89448,
SACHETA MET.,41,41.65,39.1,39.8,39.8,40.85,96,59916,2435801,
PIONEER DIS.,125,125.5,124.1,125.5,125.5,127.5,3,40,5001,
KWALITYLTD  ,5.46,5.73,5.42,5.72,5.73,5.46,401,296611,1663126,
REXNORD ELE.,31,33.85,31,31,31,30.5,8,240504,7455629,
SAWACA BUSI ,0.84,0.85,0.84,0.85,0.85,0.88,5,5801,4872,
CCL INTER   ,10,10.5,9.55,10.5,10.5,10,3,370,3543,
SWAGRUHA    ,6.52,6.52,6.52,6.52,6.52,6.75,1,115,749,
MUDIT FINLEA,54,54,54,54,54,51.45,8,14,756,
DHAMPURE SGR,12.95,13.3,12.95,13.3,13.3,12.67,14,6517,85976,
SHANTANU SHE,1.46,1.46,1.46,1.46,1.46,1.48,4,110,160,
VERTEX SEC. ,1.96,1.96,1.7,1.7,1.7,1.8,29,120360,205675,
RIBA TEXTILS,100,100,94,95.05,94,98.95,105,13055,1253716,
CHARTERLOGIS,4.95,5.19,4.33,4.5,4.5,4.5,52,18681,87100,
AMBIKA COTTO,1125,1160,1110,1150.3,1160,1131.95,23,105,118137,
HIND ALUMIN ,70,70,64,65.4,65,64.65,68,2974,194444,
SENTHILINFO ,7,7,7,7,7,7,1,200,1400,
GRAVITY (I) ,2.71,2.71,2.71,2.71,2.71,2.85,3,1286,3485,
FILAT FASH  ,2.34,2.45,2.34,2.45,2.45,2.34,15,1227,2896,
SAFALHBS    ,1.7,1.7,1.62,1.7,1.7,1.62,32,101000,171620,
UNISTAR MULT,2.81,2.81,2.81,2.81,2.81,2.95,1,910,2557,
ZENOTECH    ,20.75,22,20.7,21.4,22,20.5,15,2550,54177,
SWELECT     ,210,219.95,208,212.45,213.3,207.25,25,66,14224,
WALLFORT FIN,22.9,26,20.35,21.7,21,24.7,23,1008,22598,
KDDL LTD    ,446.05,446.05,436,445,445,447.65,11,230,101786,
ADINATH EXIM,9.49,9.49,9.49,9.49,9.49,9.98,3,52,493,
KILPEST (I) ,79,79,67.15,68.95,68.95,72,49,3595,252806,
KSERASERA   ,0.19,0.19,0.19,0.19,0.19,0.19,5,1551,294,
VANDANA     ,0.22,0.22,0.22,0.22,0.22,0.21,3,11001,2420,
MUKAND ENGG.,14.2,14.5,14,14.1,14.5,14.7,8,1640,23123,
INDO-CITY IN,3.05,3.05,3.05,3.05,3.05,2.92,2,1500,4575,
BRIJLAXMI LE,3.74,3.74,3.74,3.74,3.74,3.67,2,1600,5984,
DENA BANK   ,10.85,11.1,10.85,10.97,10.97,10.83,290,135977,1492206,
BSE  INFRA  ,1.67,1.7,1.61,1.61,1.61,1.68,6,6579,10892,
RELIAB VEN  ,11.21,11.21,11.21,11.21,11.21,11.8,1,1,11,
HEXAWARE TEC,351.5,358.7,351.5,356.35,356.35,353.9,1137,46857,16692856,
BANKBARODA  ,102.75,104.25,102,103.05,103.05,102.15,2491,656788,67677796,
G-TECH INFO.,1.34,1.34,1.34,1.34,1.34,1.41,1,58,77,
ANDHRA CEMEN,3.85,3.85,3.68,3.68,3.68,3.85,20,8830,33007,
SKM EGG PROD,49,49.15,47.6,48.25,48.05,47.1,29,1988,97007,
WELCORP     ,98.05,103.25,98,101.25,101.25,97.7,1346,120172,12161514,
BNK OF INDIA,81.25,82.85,80.95,81.8,81.8,81.15,2389,725195,59322874,
INDRAPRAST  ,37.25,37.3,36.9,37.05,37.05,37.1,86,4522,167590,
GAIL (I) LTD,323,331,319.65,329.7,331,319.6,1380,276645,90326029,
VAIBHAVGBL  ,615.45,623.2,612,620,612,613.8,34,167,103079,
TRESCON     ,100,100,98.05,99.9,99.9,98.05,8,713,70296,
GUJ.STAT.FIN,1.27,1.27,1.27,1.27,1.27,1.27,1,100,127,
JK PAPER    ,126.35,127.4,125.3,125.85,125.85,126.05,496,55365,6973590,
SAREGAMA (I),526.6,535.05,525.4,530.65,535.05,533.6,23,179,94757,
MINOLTA FIN.,1.15,1.25,1.15,1.25,1.25,1.21,2,3746,4308,
ADROITINFO  ,18.9,18.9,18.9,18.9,18.9,19,1,30,567,
CYBERTECH   ,41.9,43,40,40.95,43,41.05,32,3621,147582,
ICICI BANK  ,344.15,347.65,342.35,345.2,345.2,343.35,4279,888843,306409508,
CYIENT      ,605.5,625.85,602.2,604.55,605,607.7,237,8365,5086985,
ENGINRS.(I) ,109.05,109.1,105.7,106.55,106.55,107.15,1644,182226,19448123,
CORPN.BANK  ,24.7,26,24.65,25.5,25.45,24.45,110,11082,281032,
DHANALAK.BNK,14.15,14.25,13.6,13.9,13.85,14.15,181,11018,153197,
GUJ.MINERAL ,75,76.5,72.7,73.2,72.7,74.75,108,5312,395224,
GAYATRI SUGR,2.62,2.62,2.62,2.62,2.62,2.5,4,655,1716,
INDUSIND BNK,1482.05,1493.4,1474.15,1480.8,1480.8,1482.05,2656,49730,73631663,
INDIA TOURIS,248.9,256.5,246.15,252.4,250,245.7,202,6054,1517876,
J & K BANK  ,38.8,39.9,38.8,39.35,39.35,38.95,180,35028,1380630,
CITY UNION  ,178.05,179,176.7,177,177.3,178.35,140,11707,2081818,
ARCHIES LTD ,21.6,21.75,20.6,21,21,21.6,89,18493,394064,
AXIS BANK   ,698.55,702.7,694.95,700.9,700.9,693.2,7494,320042,223814793,
HB STOCKHOL.,7.75,7.75,7.75,7.75,7.75,8.15,1,700,5425,
SOUTH IND.BK,12.88,13.15,12.88,13.1,13.15,12.88,438,461252,6003711,
ENERGY DEV. ,8.65,9.14,8.15,8.84,8.8,8.75,17,4104,35838,
SONATA SOFT.,336,352,320.8,343.05,341.6,334.35,1937,47411,16336942,
BENGAL TEA &,42.85,42.85,42.85,42.85,42.85,40.85,1,1,42,
NAT.ALUM    ,51.35,51.35,48.95,49.7,49.7,50.85,2808,848370,42261653,
INDIA NIPPON,384.45,388,384.45,387.95,387.95,389.6,13,10621,4119087,
NALWA SONS  ,1025,1025,900,925.55,940,964.85,117,4678,4275797,
APAR INDUS. ,621.75,630,621,629.4,629.95,622.65,34,224,139731,
ACCELYA     ,934,934,912.25,919.25,915.1,932,51,244,225366,
CYBERMATE   ,2,2,1.78,1.79,1.78,1.97,57,60031,109813,
LANDMARC LEI,0.36,0.38,0.36,0.36,0.36,0.37,6,4834,1791,
SYNDICATE BN,31.35,32.2,31.35,32.05,32.1,31.35,351,189216,6048669,
HCL TECHNO  ,1030,1060.45,1026.05,1055.85,1055.85,1039.3,1052,18179,18908957,
CASTEXTECH  ,0.82,0.87,0.81,0.87,0.87,0.83,26,132071,111034,
TCFC FINANCE,29,29,29,29,29,29.1,1,31,899,
GEOJITFSL   ,32.7,34.4,32.65,33.5,33.55,32.9,178,17428,584151,
JINDAL STE  ,142.8,151,141.75,149.9,149.9,141.25,10478,2123462,315113159,
BLB LTD.    ,5,5.39,4.51,5.36,4.51,5.38,9,1515,8124,
GLENMARK PHA,583.75,590,580.1,586.95,586.95,579,1080,345870,201703746,
WOCKHARDT   ,394,395.4,389.5,393.05,393.05,392.25,1559,103066,40446990,
TATA COFFEE ,81.1,82.15,81.1,81.65,81.65,81.65,121,7611,621528,
IND-SWIFT LA,42.45,47,40.75,44.6,44.6,41.95,211,17209,765186,
